id,count
521,169.01
525,161.11
529,236.91
532,145.44
534,109.89
540,114.6
544,288.86
547,166.49
549,44.19
563,36.06
564,137.58
567,120.48
572,117.19
577,134.13
578,274.17
585,354.62
588,140.12
589,122.35
590,108.77
592,16.26
594,224.86
596,14.3
598,348.57
599,138.73
605,35.22
606,132.61
607,259.89
608,222.04
609,74.67
610,293.79
611,177.58
614,129.43
615,207.69
616,248.51
617,128.98
618,249.38
624,123.41
629,144.87
631,95.11
633,88.19
637,24.44
638,110.36
643,77.76
644,139.57
645,36.1
646,208.63
648,181.39
650,37.67
651,207.68
652,276.66
656,110.25
657,18.37
659,82.29
660,211.22
662,106.48
665,383.9
675,316.66
681,160.75
682,200.25
685,20.04
686,217.56
689,25.25
696,146.2
703,151.13
704,100.31
705,113.29
714,231.37
717,96.4
718,13.66
720,87.55
721,248.23
723,229.86
726,194.57
728,137.98
730,209.23
731,27.24
734,332.4
737,77.27
738,17.5
745,163.25
746,26.52
749,238.21
752,25.98
753,169.99
758,241.55
765,16.65
766,218.49
768,87.01
769,198.06
774,130.89
775,110.4
781,65.64
784,335.81
794,18.11
795,277.45
796,82.05
802,149.49
803,219.18
805,34.03
806,284.8
807,106.2
809,14.77
810,164.24
812,194.55
814,119.06
818,248.74
819,129.7
825,72.18
836,105.98
839,124.6
847,266.36
848,178.78
851,124.77
852,134.15
853,31.45
857,142.43
858,42.74
859,232.43
861,24.56
867,105.88
870,212.36
871,210.24
872,232.75
874,365.3
881,205.61
886,140.15
890,68.28
895,159.94
899,86.81
900,279.53
901,247.82
902,253.15
903,40.16
913,259.06
918,210.22
923,97.27
924,35.9
926,26.02
927,18.07
930,215.02
934,32.38
937,127.87
939,153.94
941,88.17
942,377.92
946,276.11
950,101.84
953,84.24
959,108.19
961,27.04
962,93.95
964,93.34
969,184.95
971,154.91
976,41.57
978,258.87
980,241.44
981,151.09
990,376.97
993,18.82
996,19.28
998,325.33
999,189.95
1006,123.05
1008,14.57
1013,28.36
1015,102.17
1016,125.03
1022,304.95
1026,221.55
1028,234.69
1031,72.82
1034,63.78
1037,197.22
1040,70.9
1042,18.68
1046,17.29
1048,98.67
1049,115.53
1050,74.76
1051,220.17
1052,239.79
1055,192.92
1060,168.0
1064,26.45
1066,78.68
1071,104.29
1073,13.67
1089,203.67
1091,98.85
1092,74.69
1093,236.24
1096,318.99
1097,227.15
1098,16.76
1099,41.44
1102,175.97
1107,100.02
1109,41.76
1111,121.22
1112,116.22
1114,316.48
1116,292.64
1117,125.48
1118,82.91
1122,129.78
1124,156.2
1127,119.94
1133,208.53
1134,35.12
1135,140.69
1139,304.26
1143,66.4
1150,119.28
1151,113.86
1153,280.12
1155,26.37
1162,27.07
1163,195.45
1166,19.78
1171,82.91
1172,15.13
1173,261.39
1174,66.52
1177,118.5
1178,158.33
1184,181.35
1185,116.23
1186,119.26
1187,159.94
1188,278.09
1191,139.0
1207,117.41
1213,46.07
1215,134.99
1223,168.71
1227,117.89
1236,67.54
1237,64.01
1238,17.3
1241,28.28
1248,16.08
1250,36.3
1251,158.49
1253,115.89
1255,102.94
1257,158.91
1261,119.14
1262,355.11
1265,131.28
1273,175.63
1277,269.85
1278,119.27
1280,112.73
1284,236.04
1285,336.88
1288,32.1
1295,120.15
1297,363.34
1299,253.95
1304,151.96
1308,39.76
1310,100.77
1311,124.73
1314,91.98
1315,114.08
1318,32.17
1320,327.27
1321,295.88
1322,240.32
1330,115.09
1333,162.52
1334,227.1
1341,133.74
1344,152.62
1351,221.07
1354,103.71
1356,65.48
1363,119.22
1365,198.75
1369,132.08
1373,114.2
1375,116.29
1377,83.55
1379,128.86
1380,274.78
1381,99.81
1384,176.5
1390,201.85
1393,242.87
1395,64.65
1399,329.63
1400,86.6
1401,175.19
1404,171.68
1408,13.17
1409,29.15
1413,221.36
1416,285.12
1418,102.45
1423,101.01
1424,25.72
1425,15.6
1433,257.4
1434,141.9
1436,320.7
1442,250.8
1444,84.24
1445,119.45
1452,232.81
1455,165.42
1462,75.35
1467,76.73
1472,42.79
1475,187.85
1493,120.27
1501,228.31
1503,307.32
1504,215.12
1505,15.11
1511,212.23
1512,64.5
1513,93.98
1514,35.69
1528,250.78
1533,238.95
1534,27.25
1536,150.2
1537,78.75
1539,217.93
1550,220.62
1552,210.02
1554,198.98
1555,372.85
1556,100.37
1559,33.52
1563,237.82
1566,147.08
1567,143.36
1568,26.37
1571,231.02
1572,15.48
1574,64.21
1577,17.5
1583,70.01
1585,31.91
1586,189.02
1587,191.6
1596,157.09
1602,34.71
1604,78.47
1605,34.2
1610,311.91
1611,94.79
1616,30.35
1617,102.22
1618,15.46
1622,45.11
1623,32.24
1628,313.7
1631,16.91
1632,179.53
1633,243.97
1634,317.83
1636,215.44
1637,104.79
1643,133.7
1644,110.73
1646,92.17
1648,213.69
1651,33.22
1656,17.97
1658,145.98
1659,16.2
1665,182.58
1666,144.32
1670,42.0
1674,138.67
1679,215.53
1680,220.11
1683,328.58
1686,26.61
1691,103.97
1693,34.58
1696,39.49
1697,101.72
1703,100.07
1706,26.78
1709,168.97
1710,86.65
1712,207.31
1713,132.13
1718,344.61
1719,176.91
1722,272.48
1723,127.31
1724,290.06
1728,61.03
1730,28.95
1732,29.13
1737,36.44
1745,89.71
1747,14.15
1748,12.32
1755,108.89
1759,16.73
1761,272.07
1764,224.88
1765,155.64
1766,90.22
1768,102.05
1770,29.2
1771,144.9
1774,103.27
1785,124.97
1788,188.88
1792,14.18
1794,225.68
1797,124.59
1798,14.82
1799,286.29
1802,107.11
1806,33.07
1808,75.52
1810,255.35
1818,112.4
1819,386.53
1820,283.21
1822,231.96
1826,215.26
1827,180.5
1835,17.86
1841,116.44
1842,144.76
1843,15.29
1846,43.7
1849,96.63
1850,204.62
1851,177.21
1857,65.69
1858,180.95
1860,101.9
1861,246.73
1864,114.33
1869,331.66
1871,74.68
1872,30.87
1875,17.36
1878,222.78
1879,248.48
1885,88.72
1888,115.25
1889,28.46
1890,97.96
1896,152.72
1897,177.41
1898,123.66
1900,103.96
1905,39.39
1908,116.97
1909,104.94
1913,77.63
1918,112.45
1922,327.47
1923,135.91
1925,274.07
1926,142.82
1927,312.88
1930,192.3
1935,66.39
1939,116.2
1942,98.32
1943,110.32
1948,236.4
1949,268.1
1951,109.26
1953,116.7
1959,120.81
1963,16.04
1967,123.06
1973,266.14
1975,26.86
1976,85.59
1990,117.08
1993,115.14
1997,196.43
1999,132.85
2001,290.53
2004,90.05
2010,104.98
2013,134.45
2017,298.58
2021,121.04
2023,158.03
2026,136.64
2037,30.97
2039,192.61
2041,17.46
2046,31.94
2050,17.22
2060,239.77
2067,102.51
2069,153.61
2072,257.3
2074,139.07
2079,116.02
2083,25.78
2085,198.02
2087,16.28
2093,140.02
2094,31.69
2097,36.42
2103,92.12
2104,64.58
2107,208.6
2108,19.77
2110,98.65
2115,179.81
2117,32.58
2125,325.34
2127,270.61
2133,14.33
2134,384.3
2135,118.64
2141,266.57
2143,33.77
2145,84.66
2146,28.41
2147,281.13
2148,68.96
2149,76.56
2165,122.22
2166,153.65
2177,205.71
